ASV ID	005-EQZS-V1	008-EMSU-V1	009-ECHY-V1	010-EWTU-V1	011-EHJZ-V1	012-ENMI-V1	013-EZNM-V1	016-EAAG-V1	019-EBYD-V1	022-EIZC-V1	025-EUWJ-V1	027-EHAY-V1	029-ERXF-V1	030-EDBH-V1	031-EJGY-V1	032-EEPL-V1	033-EZON-V1	035-ETOJ-V1	036-EETJ-V1	039-EBGQ-V1	040-EDQL-V1	044-EQOF-V1	048-EAPD-V1	053-EGXL-V1	055-EPHL-V1	058-EXVV-V1	059-ESHN-V1	064-ENFW-V1	072-EBCX-V1	076-EZYS-V1	077-EFPQ-V1	088-EUWJ-V3	094-EWGO-V1	097-EVZS-V1	099-EPSP-V1	100-EXMP-V1	101-EVCH-V1	103-EPMN-V1	105-EMSU-V3	106-EVUC-V1	107-EHJZ-V3	112-ENMI-V3	113-EQZS-V3	115-EBYD-V3	116-EAAG-V3	117-EWTU-V3	118-EIZC-V3	1201-DC-BL	1201-DC-T	1202-DC-BL	1202-DC-T	1203-DC-BL	1203-DC-T	1204-DC-BL	1204-DC-T	1208-DC-BL	1208-DC-T	1209-DC-BL	1209-DC-T	1212-DC-BL	1212-DC-T	1213-DC-BL	1213-DC-T	1224-DC-BL	1224-DC-T	123-EETJ-V3	1232-DC-BL	1232-DC-T	1233-DC-BL	1233-DC-T	1234-DC-BL	1234-DC-T	1235-DC-BL	1235-DC-T	1236-DC-BL	1236-DC-T	1237-DC-BL	1237-DC-T	1238-DC-BL	1238-DC-T	1239-DC-BL	1239-DC-T	124-EBRI-V1	1240-DC-BL	1240-DC-T	1241-DC-BL	1241-DC-T	1242-DC-BL	1242-DC-T	1243-DC-BL	1243-DC-T	1244-DC-BL	1244-DC-T	1245-DC-BL	1245-DC-T	1246-DC-BL	1246-DC-T	125-EEPL-V3	126-EDBH-V3	127-EJGY-V3	129-EWDL-V1	132-ERXF-V3	134-EDQL-V3	135-EHAY-V3	136-EQOF-V3	138-EGGZ-V1	139-EAPD-V3	143-EPHL-V3	145-DC-BL	145-DC-C	146-DC-BL	146-DC-C	146-EZON-V3	147-DC-BL	147-DC-C	147-EGXL-V3	148-DC-BL	148-DC-C	149-DC-BL	149-DC-C	150-DC-BL	150-DC-C	150-EWME-V1	151-DC-BL	151-DC-C	151-ECUJ-V1	152-DC-BL	152-DC-C	153-DC-BL	153-DC-C	154-DC-BL	154-DC-C	155-DC-BL	155-DC-C	156-DC-BL	156-DC-C	157-DC-BL	157-DC-C	158-DC-BL	158-DC-C	158-EFZE-V1	159-DC-BL	159-DC-C	159-EPTN-V1	160-DC-BL	160-DC-C	161-DC-BL	161-DC-C	161-ESHN-V3	162-DC-BL	162-DC-C	162-EXVV-V3	163-DC-BL	163-DC-C	163-EKFY-V1	164-DC-BL	164-DC-C	164-EFPQ-V3	165-DC-BL	165-DC-C	165-EBGQ-V3	166-DC-BL	166-DC-C	167-DC-BL	167-DC-C	167-ETMI-V1	168-DC-BL	168-DC-C	168-EBCX-V3	169-DC-BL	169-DC-C	169-ELZO-V1	170-DC-BL	170-DC-C	171-DC-BL	171-DC-C	171-EPGW-V1	172-DC-BL	172-DC-C	173-DC-BL	173-DC-C	174-DC-BL	174-DC-C	175-DC-BL	175-DC-C	175-ENZB-V1	176-DC-BL	176-DC-C	176-ETOJ-V3	181-ENFW-V3	183-EYHS-V1	186-ENSU-V1	195-EOEV-V1	197-EPRH-V1	198-EGXT-V1	202-EEJX-V1	205-EQRS-V1	210-EUAQ-V1	212-EYFD-V1	214-EXMP-V3	215-EWGO-V3	217-EVUC-V3	218-EHBZ-V1	223-EZYS-V3	225-EGUT-V1	226-ERWM-V1	227-ESCY-V1	231-EVCH-V3	232-EVZS-V3	236-EPSP-V3	239-EPGX-V1	251-EFZE-V3	252-EBMF-V1	257-ECUJ-V3	261-EKFY-V3	262-ELZO-V3	263-EPGW-V3	265-EAJV-V1	266-EPTN-V3	268-ETMI-V3	269-EWUY-V3	274-ENDN-V1	275-EYHS-V3	276-ENZB-V3	280-EPMN-V3	283-EZNM-V3	284-ENSU-V3	286-EPRH-V3	287-EEJX-V3	289-EGXT-V3	290-EUAQ-V3	291-EQRS-V3	292-EOEV-V3	296-EHBZ-V3	297-EYFD-V3	300-ECHY-V3	301-ESCY-V3	302-ERWM-V3	304-EGUT-V3	305-EPGX-V3	308-ERUU-V3	309-ETZY-V3	310-EABW-V3	312-EBMF-V3	313-EAJV-V3	317-ENDN-V3	319-EWUY-V1	323-EBRI-V3	324-ERUU-V1	328-EABW-V1	339-EWME-V3	340-ETZY-V1	343-EGGZ-V3	344-EWDL-V3	558-DC-BL	558-DC-D1	559-DC-BL	559-DC-D1	560-DC-BL	560-DC-D1	560-DC-D5	561-DC-BL	562-DC-BL	562-DC-D1	562-DC-D5	563-DC-BL	563-DC-D1	564-DC-BL	565-DC-BL	565-DC-D1	565-DC-D5	566-DC-BL	566-DC-D1	566-DC-D5	567-DC-BL	567-DC-D1	567-DC-D5	568-DC-BL	568-DC-D1	568-DC-D5	569-DC-BL	569-DC-D1	569-DC-D5	570-DC-BL	570-DC-D1	571-DC-BL	571-DC-D1	571-DC-D5	575-DC-BL	575-DC-D5	576-DC-BL	576-DC-D1	576-DC-D5	577-DC-BL	577-DC-D1	577-DC-D5	578-DC-BL	578-DC-D5	692-DC-BL	692-DC-content	693-DC-BL	693-DC-content	694-DC-BL	694-DC-content	695-DC-BL	695-DC-content	696-DC-BL	696-DC-content	697-DC-BL	697-DC-content	698-DC-BL	698-DC-content	699-DC-BL	699-DC-content	700-DC-BL	700-DC-content	701-DC-BL	701-DC-content	725-DC-BL	725-DC-T	726-DC-BL	726-DC-T	727-DC-BL	727-DC-T	728-DC-BL	728-DC-T	729-DC-BL	729-DC-T	730-DC-BL	730-DC-T	731-DC-BL	731-DC-T	732-DC-BL	732-DC-T	733-DC-BL	733-DC-T	734-DC-BL	734-DC-T	735-DC-BL	735-DC-T	736-DC-BL	736-DC-T	737-DC-BL	737-DC-T	738-DC-BL	738-DC-T	739-DC-BL	740-DC-BL	740-DC-T
27344b5d44c865526386e0ee32dfdfcb	12	41	0	26	97	0	0	32	44	117	0	0	34	34	24	0	18	0	0	0	25	26	0	0	29	0	18	24	24	0	0	0	50	0	0	0	0	0	14	0	94	0	0	0	132	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	24	21	0	27	23	0	15	0	0	179	0	0	0	0	25	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	10	0	0	11	11	0	29	16	0	0	0	0	0	33	0	14	67	0	0	20	28	0	36	0	0	0	7	0	0	0	0	0	0	0	3	32	0	11	0	45	0	0	0	31	63	37	0	42	11	16	0	0	0	8	0	0	0	64	0	64	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a7260296807a179ad68d782a8ae70a4	29	0	17	0	0	45	0	0	0	0	92	0	37	13	0	78	21	0	43	0	0	0	0	19	22	0	0	0	53	17	0	43	0	0	83	0	13	0	0	0	0	46	19	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	45	0	7	18	0	31	0	28	0	66	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	18	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	32	0	0	24	20	0	0	18	21	0	0	0	25	0	29	0	21	0	27	0	17	39	20	0	49	20	0	0	0	0	25	0	0	0	13	37	0	0	10	43	12	0	0	54	0	0	32	26	0	23	0	0	0	38	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d5f7d2fc363270f0d6ba1767ec1cbefb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	37	0	82	0	93	0	301	0	0	62	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	437	0	0	129	0	0	432	0	306	0	701	0	0	425	0	0	79	0	400	0	366	0	475	0	355	0	617	0	291	0	0	369	0	0	254	0	617	0	0	169	0	0	422	0	0	413	0	0	391	0	0	474	0	561	0	0	289	0	0	106	0	0	118	0	59	0	0	69	0	304	0	218	0	328	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	306	0	209	0	0	0	0	0	558	0	311	0	61	0	710	0	195	0	136	0	461	0	74	0	360	0	868	0	873	0	912	34	958	51	992	0	701	664	0
d2be1254f5e7eb97bd42ec342d9cb11d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	71	0	56	0	0	0	67	0	0	0	74	0	102	0	0	4	0	12	0	63	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	23	0	50	0	0	0	0	0	0	0	0	0	0	0	0	135	0	122	0	0	195	0	0	132	0	74	0	105	0	0	35	0	0	0	0	0	0	21	0	0	0	89	0	76	0	0	0	0	0	0	0	0	0	78	0	0	21	0	0	77	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	14	0	0	0	0	124	0	0	82	0	0	0	66	0	44	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	73	0	0	47	0	0	0	0	0	35	0	0	0	0	0	26	0	0	13	0	0	16	0	0	0	0	0	0	51	0	0	21	0	0	0	0	0	0	49	0	31	0	36	0	0	0	55	0	29	0	11	0	34	0	48	0	15	0	0	0	0	0	49	0	20	0	89	0	26	0	17	0	125	0	0	0	0	0	131	0	98	0	40	0	0	71	0
9b89b811be9292552e327f16a217ee6f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	56	0	99	0	50	0	49	5	120	10	51	0	83	0	18	0	0	0	5	43	0	64	0	24	0	19	0	96	0	15	0	0	0	0	90	0	0	0	134	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	52	0	0	43	0	0	16	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	32	0	0	29	0	0	0	0	0	0	18	0	0	0	27	0	15	78	15	0	6	0	0	0	0	51	0	0	0	38	0	32	0	46	6	133	0	16	0	49	0	90	10	31	42	147	0	98	0	75	0	69	14	126	0	57	0	0	77
1569f7ae988e26c905ab8fab427c8a0d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	40	0	0	54	0	0	40	0	45	0	23	0	0	17	0	0	19	0	57	0	79	0	57	0	66	0	202	0	70	0	0	128	0	0	56	0	95	0	0	47	0	0	105	0	0	63	0	0	197	0	0	112	0	142	0	0	145	0	0	158	0	0	88	0	88	0	0	43	0	70	0	61	0	124	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	468	0	347	377	0	0	513	895	0	788	0	0	1186	1599	0	1246	953	0	631	3165	0	777	1022	0	689	825	0	184	0	194	432	0	1084	0	41	571	0	54	519	113	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b9089ac273fa0b1bada6ab1fddde9896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	408	0	0	0	76	0	108	0	264	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	457	0	0	125	0	0	375	0	327	0	630	0	0	407	0	0	95	0	421	0	404	0	487	0	353	0	695	0	356	0	0	397	0	0	248	0	513	0	0	190	0	0	402	0	0	399	0	0	358	0	0	472	0	660	0	0	292	0	0	105	0	0	95	0	62	0	0	0	0	330	0	262	0	372	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	649	0	319	0	270	0	25	0	17	0	536	0	327	0	62	0	702	0	216	0	139	0	519	0	107	0	376	0	838	0	940	0	1095	0	826	0	1037	0	771	644	0
5fe7368c69e66529f0fe71354cc10fc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	179	85	204	58	191	0	122	0	159	0	351	0	132	135	203	0	0	0	0	0	0	0	0	0	119	451	112	139	78	554	183	131	0	258	0	0	375	0	175	194	526	0	191	170	165	65	231	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	104	0	73	0	0	0	0	0	116	0	0	0	0	0	0	146	0	145	0	174	14	233	0	82	0	189	0	230	28	85	64	197	0	121	0	147	0	129	79	86	0	77	33	0	96
c8029386b548f1463d7c58a047015a5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	29	9	59	0	26	37	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	157	2	0	2	252	0	161	0	158	0	137	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	6	0	11	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	115	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	18	0	0	0	0	18	0	0	0	5	19	91	0	104	0	94	0	23	0	29	0	14	0	56	0	36	68	62	31	0	0	40	0	36	0	183	0	21	60	64	26	87	77	13	37	12	0	38	205	60	48	0	0	87	76	27
0f276b28ea3ba352f6fd667c1e298c38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	8	0	17	0	9	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	29	0	34	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	76	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	53	0	27	0	0	0	0	0	0	0	0	0	0	0	51	0	18	0	0	0	0	0	0	0	0	0	0	0	31	0	0	7	0	101	0	0	0	0	0	0	0	0	0	0	34	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	24	0	94	0	0	11	0	0	0	35	0	22	34	0	0	0	0	0	25	0	0	9	0	0	55	0	0	33	0	20	0	0	14	0	0	0	0	50	0	0	0	0	27	0	61	0	24	0	58	0	52	0	101	0	45	0	25	0	85	0	29	0	79	0	0	0	0	0	53	0	80	0	36	0	84	0	178	0	19	0	37	0	29	0	95	0	44	0	40	0	30	102	24
020f48a69f9bf40e54fbac885f94695a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1643	0	358	0	944	0	743	0	0	0	67	0	919	0	384	0	0	0	0	849	0	7206	0	1444	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	15	0	200	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	471	0	0	357	0	0	3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	378	0	1564	0	0	270	0	333	0	1292	0	289	0	0	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	0	242	0	181	0	0	1975	3178	0	0	1418	0	344	781	0	0	336	0	0	610	0	0	491	0	0	107	0	0	165	0	106	0	0	0	0	0	0	0	0	0	0	0	0	347	0	3113	0	892	0	2956	0	2586	0	523	0	143	0	0	0	320	0	157	0	0	0	112	0	541	0	0	0	701	0	824	0	12	0	50	0	2213	0	0	0	136	0	974	0	139	0	0	0	0	0	0
8943ad460491f7563915ade10b153029	37	0	0	63	0	0	45	0	0	24	32	0	0	38	0	0	0	0	22	0	0	0	28	0	0	0	69	39	42	0	27	0	0	0	0	31	0	0	0	0	0	47	0	49	0	59	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	43	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	38	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	87	0	0	27	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	56	0	0	0	26	0	0	0	68	51	0	0	40	121	22	113	58	22	0	0	0	0	96	86	33	0	0	69	0	0	0	0	77	74	25	0	0	0	0	76	0	0	18	0	50	0	0	0	43	0	40	0	26	0	0	0	0	9	112	0	71	0	62	0	24	70	29	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d23bbe506e4ded19e9dd017b65275bab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	14	0	10	0	22	0	0	18	0	0	11	0	17	0	0	0	5	0	8	0	18	0	8	0	0	11	0	0	14	0	29	0	0	17	0	0	26	0	0	19	0	0	12	0	0	0	0	14	0	0	5	0	0	0	0	0	17	0	19	0	0	21	0	14	0	27	0	13	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	20	13	115	5	34	8	23	7	0	0	0	0	29	0	53	0	92	0	49	0	54	5	47	6	19	0	82	0	146	0	97	0	117	0	75	0	109	0	122	3	72	0	20	0	0	62
a663a01aeb4dbb88bbe0a9840e8f64dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	397	0	0	180	0	194	0	82	0	0	204	0	0	137	0	455	0	469	0	594	0	570	0	2288	0	616	0	0	855	0	0	321	0	256	0	0	75	0	0	57	0	0	215	0	0	88	0	0	394	0	55	0	0	650	0	0	773	0	0	520	0	465	0	0	245	0	67	0	458	0	338	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3518	0	1823	0	921	650	0	0	2047	1328	0	139	0	0	887	856	0	571	916	0	305	2461	0	398	518	0	1030	444	0	232	0	549	536	0	1301	0	312	1967	0	120	382	272	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
824b9c5e131ccef5ab3286cfde31640c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	769	0	0	1123	0	0	902	0	61	0	115	0	0	45	0	0	44	0	453	0	563	0	444	0	446	0	492	0	377	0	0	603	0	0	283	0	483	0	0	678	0	0	942	0	0	874	0	0	99	0	0	122	0	267	0	0	247	0	0	934	0	0	822	0	719	0	0	519	0	0	0	0	0	207	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186	0	673	0	289	264	0	0	761	509	0	1211	0	0	577	364	0	211	234	0	130	1581	0	356	237	0	802	244	0	213	0	218	263	0	1090	0	94	555	0	89	563	161	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
